"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
44804,2016,"4070689",501,"Somalia 2016","Nutrition","2849","Save the Children","Custom Location","Multi Zone"
44804,2016,"4070689",501,"Somalia 2016","Nutrition","2849","Save the Children","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44804,2016,"4070689",501,"Somalia 2016","Nutrition","2849","Save the Children","Project Priority","A - High"
43588,2016,"317700",1118,"occupied Palestinian territory 2016","Health","8572","ACT Alliance / DanChurchAid","Project Priority","Other"
43588,2016,"317700",1118,"occupied Palestinian territory 2016","Health","8572","ACT Alliance / DanChurchAid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43588,2016,"317700",1118,"occupied Palestinian territory 2016","Health","8572","ACT Alliance / DanChurchAid","Custom Location","Projects covering just Gaza"
47153,2016,"0",463,"Guatemala 2016","Nutrition","2915","United Nations Children's Fund","Project Priority","High"
47153,2016,"0",463,"Guatemala 2016","Nutrition","2915","United Nations Children's Fund","Gender Marker","0-No signs that gender issues were considered in project design"
46286,2016,"1410000",1064,"Central African Republic 2016","Protection","8572","ACT Alliance / DanChurchAid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46734,2016,"0",503,"Myanmar 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","No field questions","No field answers"
44603,2016,"1100000",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","Project Priority","3"
44603,2016,"1100000",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44523,2016,"525000",1059,"Republic of South Sudan 2016","Early Recovery","5298","Danish Refugee Council","Project Priority","1"
44523,2016,"525000",1059,"Republic of South Sudan 2016","Early Recovery","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44593,2016,"1515000",1059,"Republic of South Sudan 2016","Protection","5298","Danish Refugee Council","Project Priority","1"
44593,2016,"1515000",1059,"Republic of South Sudan 2016","Protection","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46563,2016,"557470",506,"Sudan 2016","Education","5298","Danish Refugee Council","Project Priority","b) 50%"
46563,2016,"557470",506,"Sudan 2016","Education","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45702,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","","5298","Danish Refugee Council","No field questions","No field answers"
44789,2016,"1200000",501,"Somalia 2016","Water Sanitation Hygiene","5298","Danish Refugee Council","Project Priority","A - High"
44789,2016,"1200000",501,"Somalia 2016","Water Sanitation Hygiene","5298","Danish Refugee Council","Custom Location","Multi Zone"
44789,2016,"1200000",501,"Somalia 2016","Water Sanitation Hygiene","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43196,2016,"2600000",378,"Mali 2016","Early Recovery","5298","Danish Refugee Council","Project Priority","High"
43196,2016,"2600000",378,"Mali 2016","Early Recovery","5298","Danish Refugee Council","Gender Marker","0-No signs that gender issues were considered in project design"
42848,2016,"700000",975,"Burkina Faso 2016","Early Recovery","5298","Danish Refugee Council","Project Priority","High"
42848,2016,"700000",975,"Burkina Faso 2016","Early Recovery","5298","Danish Refugee Council","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43973,2016,"15976437",1011,"Syria Humanitarian Response Plan 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46389,2016,"20477640",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","5298","Danish Refugee Council","Custom Location","Lebanon"
46389,2016,"20477640",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","5298","Danish Refugee Council","Gender Marker","3-Not specified"
45278,2016,"1302000",500,"Iraq 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","Project Priority","High"
45278,2016,"1302000",500,"Iraq 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","Subset Of Plan","B. Second-Line Response"
45278,2016,"1302000",500,"Iraq 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43308,2016,"291232",1097,"Niger 2016","Multi-sector","5882","Caritas Développement Niger","Response Type","Refugee"
43308,2016,"291232",1097,"Niger 2016","Multi-sector","5882","Caritas Développement Niger","Custom Location","Tillaberi"
43308,2016,"291232",1097,"Niger 2016","Multi-sector","5882","Caritas Développement Niger","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
42968,2016,"152964",411,"Chad 2016","Agriculture","6866","Caritas Chad","Project Grouping 2","1-  MOUVEMENTS DE POPULATION"
42968,2016,"152964",411,"Chad 2016","Agriculture","6866","Caritas Chad","Response Type","Refugee"
42968,2016,"152964",411,"Chad 2016","Agriculture","6866","Caritas Chad","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43058,2016,"101977",411,"Chad 2016","Agriculture","6866","Caritas Chad","Project Grouping 2","1-  INSECURITE ALIMENTAIRE ET MALNUTRITION"
43058,2016,"101977",411,"Chad 2016","Agriculture","6866","Caritas Chad","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46742,2016,"0",503,"Myanmar 2016","","8484","CARITAS","No field questions","No field answers"
45721,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Food Security","4695","Adventist Development and Relief Agency","No field questions","No field answers"
46627,2016,"1450000",506,"Sudan 2016","Water Sanitation Hygiene","4695","Adventist Development and Relief Agency","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46627,2016,"1450000",506,"Sudan 2016","Water Sanitation Hygiene","4695","Adventist Development and Relief Agency","Project Priority","b) 50%"
45346,2016,"0",463,"Guatemala 2016","","3049","World Food Programme","Project Priority","High"
45346,2016,"0",463,"Guatemala 2016","","3049","World Food Programme","Gender Marker","3-Not specified"
44067,2016,"34000000",1011,"Syria Humanitarian Response Plan 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43306,2016,"1586400",1097,"Niger 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Project Priority","High"
43306,2016,"1586400",1097,"Niger 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43843,2016,"229964286",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Custom Location","Jordan"
43843,2016,"229964286",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Gender Marker","3-Not specified"
43858,2016,"299614200",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Custom Location","Turkey"
43858,2016,"299614200",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Gender Marker","3-Not specified"
43789,2016,"94561220",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Custom Location","Iraq"
43789,2016,"94561220",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Gender Marker","3-Not specified"
43758,2016,"61294178",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Custom Location","Egypt"
43758,2016,"61294178",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Gender Marker","3-Not specified"
45347,2016,"0",463,"Guatemala 2016","","4398","World Health Organization","Project Priority","High"
45347,2016,"0",463,"Guatemala 2016","","4398","World Health Organization","Gender Marker","3-Not specified"
45609,2016,"0",500,"Iraq 2016","","2915","United Nations Children's Fund","Gender Marker","0-No signs that gender issues were considered in project design"
46426,2016,"237764742",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","3049","World Food Programme","Custom Location","Lebanon"
46426,2016,"237764742",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","3049","World Food Programme","Gender Marker","3-Not specified"
43847,2016,"193183488",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","3049","World Food Programme","Custom Location","Jordan"
