"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
53210,2018,"1655286",5692,"South Sudan Humanitarian Response Plan 2018","Food Security","4305","Mercy Corps","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53054,2018,"2400000",5692,"South Sudan Humanitarian Response Plan 2018","Protection","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53718,2018,"5610000",5689,"Niger Plan de Réponse Humanitaire 2018","Food Security","4536","Action Contre la Faim - Action Against Hunger International","Subset Of Plan","Lake Chad Basin"
53718,2018,"5610000",5689,"Niger Plan de Réponse Humanitaire 2018","Food Security","4536","Action Contre la Faim - Action Against Hunger International","Project Priority","High"
53718,2018,"5610000",5689,"Niger Plan de Réponse Humanitaire 2018","Food Security","4536","Action Contre la Faim - Action Against Hunger International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55637,2018,"3056000",5681,"Sudan Humanitarian Response Plan 2018","Nutrition","3238","CARE International","Project Priority","High priority"
55637,2018,"3056000",5681,"Sudan Humanitarian Response Plan 2018","Nutrition","3238","CARE International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54758,2018,"2003400",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5294","United Nations Development Programme","Response Type","Refugee"
54758,2018,"2003400",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5294","United Nations Development Programme","Project Grouping 2","High"
54758,2018,"2003400",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5294","United Nations Development Programme","Project Grouping 1","Early Recovery"
54758,2018,"2003400",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5294","United Nations Development Programme","Project Priority","High"
54758,2018,"2003400",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5294","United Nations Development Programme","Subset Of Plan","Lake Chad Basin"
54758,2018,"2003400",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5294","United Nations Development Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55383,2018,"6127898",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1850","World Vision International","Project Grouping 1","WASH"
55383,2018,"6127898",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1850","World Vision International","Project Grouping 2","NOT SPECIFIED"
55383,2018,"6127898",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1850","World Vision International","Subset Of Plan","Y"
55383,2018,"6127898",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1850","World Vision International","Project Priority","NOT SPECIFIED"
55383,2018,"6127898",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1850","World Vision International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53467,2018,"1200000",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Health","3783","Medico International","Project Grouping 1","Health and Nutrition Cluster"
53467,2018,"1200000",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Health","3783","Medico International","Custom Location","Projects covering both West Bank and Gaza"
53467,2018,"1200000",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Health","3783","Medico International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53914,2018,"1813813",5688,"Nigeria Humanitarian Response Plan 2018","Nutrition","3369","Plan International","Project Priority","High"
53914,2018,"1813813",5688,"Nigeria Humanitarian Response Plan 2018","Nutrition","3369","Plan International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56347,2018,"698953",5682,"Iraq Humanitarian Response Plan 2018","Protection","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56347,2018,"698953",5682,"Iraq Humanitarian Response Plan 2018","Protection","5298","Danish Refugee Council","Project Priority","High"
56347,2018,"698953",5682,"Iraq Humanitarian Response Plan 2018","Protection","5298","Danish Refugee Council","Subset Of Plan","a. Project mainly targets IDPs in camps, temporary, formal and informal settlements"
55003,2018,"69009800",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5294","United Nations Development Programme","Project Priority","NOT SPECIFIED"
55003,2018,"69009800",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5294","United Nations Development Programme","Project Grouping 2","NOT SPECIFIED"
55003,2018,"69009800",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5294","United Nations Development Programme","Project Grouping 1","Early Recovery and Livelihoods"
55003,2018,"69009800",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5294","United Nations Development Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55939,2018,"8220963",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5298","Danish Refugee Council","Custom Location","Jordan"
55939,2018,"8220963",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5298","Danish Refugee Council","Project Priority","NOT SPECIFIED"
55939,2018,"8220963",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5298","Danish Refugee Council","Gender Marker","3-Not specified"
55649,2018,"1179426",5681,"Sudan Humanitarian Response Plan 2018","Water Sanitation Hygiene","2304","Islamic Relief Worldwide","Project Priority","Top priority"
55649,2018,"1179426",5681,"Sudan Humanitarian Response Plan 2018","Water Sanitation Hygiene","2304","Islamic Relief Worldwide","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55728,2018,"328500",5681,"Sudan Humanitarian Response Plan 2018","Health","2304","Islamic Relief Worldwide","Project Priority","NOT SPECIFIED"
55728,2018,"328500",5681,"Sudan Humanitarian Response Plan 2018","Health","2304","Islamic Relief Worldwide","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56321,2018,"1250000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","3363","Tearfund","Project Priority","High"
56321,2018,"1250000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","3363","Tearfund","Subset Of Plan","a. Project mainly targets IDPs in camps, temporary, formal and informal settlements"
56321,2018,"1250000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","3363","Tearfund","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
53283,2018,"4010531",5692,"South Sudan Humanitarian Response Plan 2018","Food Security","8572","ACT Alliance / DanChurchAid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53283,2018,"4010531",5692,"South Sudan Humanitarian Response Plan 2018","Food Security","8572","ACT Alliance / DanChurchAid","Project Priority","Not Applicable"
53883,2018,"25795560",5688,"Nigeria Humanitarian Response Plan 2018","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","High"
53883,2018,"25795560",5688,"Nigeria Humanitarian Response Plan 2018","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53876,2018,"7509695",5688,"Nigeria Humanitarian Response Plan 2018","Coordination and support services","2986","International Organization for Migration","Project Priority","High"
53876,2018,"7509695",5688,"Nigeria Humanitarian Response Plan 2018","Coordination and support services","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53299,2018,"500000",5692,"South Sudan Humanitarian Response Plan 2018","Protection","6931","Health Link South Sudan","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
54968,2018,"5612500",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","Project Grouping 2","NOT SPECIFIED"
54968,2018,"5612500",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","Project Grouping 1","Shelter / NFI"
54968,2018,"5612500",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","Subset Of Plan","Y"
54968,2018,"5612500",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","Project Priority","NOT SPECIFIED"
54968,2018,"5612500",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54876,2018,"1439958",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","1472","iMMAP","Project Grouping 1","Early Recovery and Livelihoods"
54876,2018,"1439958",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","1472","iMMAP","Project Grouping 2","NOT SPECIFIED"
54876,2018,"1439958",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","1472","iMMAP","Project Priority","NOT SPECIFIED"
54876,2018,"1439958",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","1472","iMMAP","Subset Of Plan","W"
54876,2018,"1439958",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","1472","iMMAP","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
52956,2018,"2300000",1121,"Ukraine Humanitarian Response Plan 2018","Emergency Shelter and NFI","4695","Adventist Development and Relief Agency","Custom Location","Government-Controlled Areas (GCAs)"
52956,2018,"2300000",1121,"Ukraine Humanitarian Response Plan 2018","Emergency Shelter and NFI","4695","Adventist Development and Relief Agency","Project Priority","Critical"
54906,2018,"4499997",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","1472","iMMAP","Project Grouping 2","NOT SPECIFIED"
54906,2018,"4499997",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","1472","iMMAP","Project Grouping 1","Coordination"
54906,2018,"4499997",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","1472","iMMAP","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
54906,2018,"4499997",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","1472","iMMAP","Subset Of Plan","W"
54906,2018,"4499997",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","1472","iMMAP","Project Priority","NOT SPECIFIED"
